topic_index,topic_rank,learned_z_score,mean_seed_learned_z,oracle_z_score,mean_seed_oracle_z,learned_oracle_sign_agreement,seed_sign_agreement,source_sign_agreement,subsample_sign_agreement,subsample_top_pool_frequency,mean_loading_similarity,ranking_score
82,14,4.273694781773061,2.9065528808211245,3.455042589933353,2.3390612276111313,True,1.0,1.0,1.0,1.0,0.41322316330571707,3.019842229250231
86,15,-3.8696434781544853,-3.8419866966604617,-2.660818915820644,-2.6514566737815333,True,1.0,1.0,1.0,0.6666666666666666,0.9921368038017255,2.8908221964085756
75,16,-3.66735419391413,-3.6654424245401214,-3.4265832529488627,-3.4248208035853245,True,1.0,1.0,1.0,0.6,0.9974874199171611,2.56392285335337
87,17,-3.797162639759929,-3.717865156197363,-3.271328745401969,-3.227743143341248,True,1.0,1.0,1.0,0.5666666666666667,0.9278941860682454,2.470678124652693
57,18,-3.835327534878462,-3.069376543131414,-3.5049814542377025,-2.792876374604674,True,1.0,1.0,1.0,0.6333333333333333,0.7046078328273137,2.3699268920618852
51,19,-3.4714921798678526,-3.4688496545103575,-2.083319002454055,-2.0817908605239936,True,1.0,1.0,1.0,0.5666666666666667,0.9970719361799936,2.33982661806531
28,20,-3.4357927875790772,-3.435530070451821,-3.71719473597337,-3.716942290280756,True,1.0,1.0,1.0,0.5666666666666667,0.9989988395042372,2.3179992058623164
16,21,-3.5954044195400785,-3.594726446652752,-2.895564619139589,-2.89534169372013,True,1.0,1.0,1.0,0.4666666666666667,0.9991378481661689,2.156312716369946
27,22,-3.4379113092020255,-3.4357929007755224,-2.082381438083705,-2.0810559373746464,True,1.0,1.0,1.0,0.5,0.9977214894681081,2.1462466566494762
48,23,3.3852122858146463,3.384848895102595,1.9609045172063218,1.960696020977437,True,1.0,1.0,1.0,0.5,0.9992212662943741,2.1149338727255094
32,24,3.3662246382619494,3.3608042700995053,1.8382464221131578,1.8347437738341963,True,1.0,1.0,1.0,0.5,0.9962309553949934,2.099925570534943
43,25,-3.4009916704415195,-3.3990898305556283,-2.983765474202796,-2.982438303523775,True,1.0,1.0,1.0,0.36666666666666664,0.9940844533327297,1.7802394616846549
2,26,-3.4253707508379483,-3.264439911189235,-2.6604018448787885,-2.5054192377131574,True,1.0,1.0,1.0,0.36666666666666664,0.9268469588259501,1.7325433687021583
95,27,3.3109162370252867,3.2799432972521374,3.115061503677531,3.0849779611523096,True,1.0,1.0,1.0,0.3333333333333333,0.9896677647096378,1.6469058271157369
83,28,3.283132596966251,3.2803614351451382,2.4838962108657934,2.4816220921795424,True,1.0,1.0,1.0,0.3333333333333333,0.997454886790738,1.639477312448051
39,29,-3.2548944443201004,-3.2540626353993747,-1.7411369307634132,-1.7406401176202373,True,1.0,1.0,1.0,0.3333333333333333,0.9978649363464634,1.6257098704540087
79,30,-3.386808938437811,-3.1979204945936566,-2.4593085529759393,-2.355122213371491,True,1.0,1.0,1.0,0.3333333333333333,0.9198106991055052,1.6255080089597667
52,31,-3.312639447021906,-3.199553884069596,-2.9234067182832324,-2.833933549041234,True,1.0,1.0,1.0,0.3,0.9501568843871852,1.5342895729868027
20,32,-3.1513718300387032,-3.1405509600255903,-3.5141289932709965,-3.503243593741343,True,1.0,1.0,1.0,0.3,0.9829121962308552,1.4841122387024974
40,33,-3.1287979481094235,-3.12753236809495,-3.071338921336152,-3.0701786734986602,True,1.0,1.0,1.0,0.26666666666666666,0.9976231557636065,1.4062858269410348
45,34,3.2869402370431917,3.286203527411437,2.624562158091124,2.6238188578034585,True,1.0,1.0,1.0,0.23333333333333334,0.9988003538554312,1.3961116781420122
46,35,3.0879209066234456,3.0842883388546105,2.2754466152723376,2.272747573362108,True,1.0,1.0,1.0,0.2,0.9976345740611839,1.2337075130074706
19,36,3.065827304329007,2.8962838493360668,2.675492633670961,2.5248170701814234,True,1.0,1.0,1.0,0.2,0.9199669828756255,1.1772574399020552
65,37,-3.264981881698573,-2.594381522287772,-3.1087945730683675,-2.3388754173437314,True,1.0,1.0,1.0,0.23333333333333334,0.6864203113223378,1.1700529992966286
49,38,-3.090466733100984,-3.0894443745923166,-2.514274088552608,-2.5133145514330297,True,1.0,1.0,1.0,0.16666666666666666,0.9994770113933923,1.158621972620898
8,39,3.0854390528389497,3.0853141973483393,2.3233936327284317,2.32332154112159,True,1.0,1.0,1.0,0.16666666666666666,0.9985279052751365,1.1561880088358112
69,40,-3.0465853809176107,-3.021242433036234,-2.215813107546147,-2.1946106887727965,True,1.0,1.0,1.0,0.16666666666666666,0.9680577941328242,1.1242230195761294
0,41,3.1694429516237532,3.1629289639375444,2.8394046797909085,2.8329944763788943,True,1.0,1.0,1.0,0.13333333333333333,0.9926219176077121,1.1052127611022349
10,42,-3.090412405920308,-3.0836562155768257,-2.187306327673919,-2.182816017831468,True,1.0,1.0,1.0,0.13333333333333333,0.9872544928023811,1.074751289198536
5,43,2.82201209714089,2.7947236650881457,2.2371041424046703,2.2144450955376684,True,1.0,1.0,1.0,0.16666666666666666,0.942497018456121,1.0278281408893657
31,44,2.9277422887899185,2.927173920271791,2.3936369803518036,2.3931813745375794,True,1.0,1.0,1.0,0.13333333333333333,0.991536981474972,1.0203737320618276
73,45,3.0031901509528933,2.9475107194557544,2.6264801068510586,2.574478456745173,True,1.0,1.0,1.0,0.13333333333333333,0.9253550064586511,1.0118862586847814
9,46,-2.8218600905696487,-2.8218219651371292,-2.211439061853172,-2.211411842428029,True,1.0,1.0,1.0,0.13333333333333333,0.9998207075802897,0.9875624925277255
33,47,-2.8707747557600984,-2.830863116161968,-3.8647002373845853,-3.8131027841926617,True,1.0,1.0,1.0,0.13333333333333333,0.9424201200809702,0.975843863016566
24,48,2.9931808984983332,2.9927991503545996,2.684680572762615,2.684276320815039,True,1.0,1.0,1.0,0.1,0.9988083597915732,0.9722041878716247
29,49,-2.779020311147606,-2.7785583502866644,-3.040168453531135,-3.0398620830810743,True,1.0,1.0,1.0,0.13333333333333333,0.9983544312498124,0.9718568218301338
41,50,2.9534825825508846,2.9493240785165824,2.415004292681159,2.4112121998237495,True,1.0,1.0,1.0,0.1,0.9968629601071477,0.9583762455178376
67,51,-2.703221538570955,-2.7008647699628896,-2.920313002038934,-2.9179401146608375,True,1.0,1.0,1.0,0.13333333333333333,0.9986117748598519,0.9454708194824682
13,52,-3.0959548616856294,-3.095871477382552,-2.8192222920417747,-2.81914923564149,True,1.0,1.0,1.0,0.06666666666666667,0.9991005974239712,0.9283687820390083
56,53,2.9217782120348814,2.7764760608530423,2.9118062545517143,2.72039899992792,True,1.0,1.0,1.0,0.1,0.9371834796409813,0.9197533285734522
47,54,2.9758006364714267,2.9694297454168175,3.108110732290225,3.1010995613527803,True,1.0,1.0,1.0,0.06666666666666667,0.990070910065867,0.8883081421195916
35,55,2.83155772861175,2.8244320745615306,2.107150636422762,2.1019684578991478,True,1.0,1.0,1.0,0.06666666666666667,0.9906327450711636,0.8454887301200815
6,56,2.8985921937144097,2.89839787002839,1.6916835572373239,1.6915473355632045,True,1.0,1.0,1.0,0.03333333333333333,0.9995922922162879,0.7969503587140748
85,57,2.8908491676704235,2.8901639795651826,2.6599192043037756,2.659471803432856,True,1.0,1.0,1.0,0.03333333333333333,0.9976663907729623,0.7940559306692646
66,58,-2.8105574265565068,-2.80842363502123,-2.695416092462768,-2.693275826468098,True,1.0,1.0,1.0,0.03333333333333333,0.9975538914336081,0.771957989620892
90,59,2.552010220343421,2.5471076884468977,1.8303444773688209,1.827753708076994,True,1.0,1.0,1.0,0.06666666666666667,0.9895302400124341,0.7615952259291047
25,60,-2.4995234308219256,-2.4984759001561523,-2.8408905526655968,-2.839715235933081,True,1.0,1.0,1.0,0.06666666666666667,0.9973793401220906,0.7488744691312202
80,61,-2.4967049642442656,-2.4958217178180706,-2.4910721504703206,-2.4902372519422475,True,1.0,1.0,1.0,0.06666666666666667,0.9989350721630671,0.7486126676807248
42,62,-2.4891310028713094,-2.4885438308602965,-2.4748243203040583,-2.4743779503005547,True,1.0,1.0,1.0,0.06666666666666667,0.999145740223104,0.7464203461871162
17,63,2.437379359068744,2.436489938030255,2.5576416792720917,2.556412183014617,True,1.0,1.0,1.0,0.06666666666666667,0.9982064191266602,0.7305580621706983
37,64,-2.6526862438734744,-2.651656488846928,-2.31477246163819,-2.313852107564118,True,1.0,1.0,1.0,0.03333333333333333,0.9974158333874361,0.7285461568717646
98,65,2.6184421564976432,2.599380386824952,0.8466747065487824,0.8395685472309511,True,1.0,1.0,1.0,0.03333333333333333,0.9863459839896037,0.7151556585068736
38,66,-2.376397560718635,-2.3713188078958907,-1.4135001309635977,-1.411270111920757,True,1.0,1.0,1.0,0.06666666666666667,0.9886767701597522,0.7088829938498173
7,67,-2.5236462497493233,-2.5235916677919814,-2.665637675000216,-2.6655656507106293,True,1.0,1.0,1.0,0.03333333333333333,0.9990432745226238,0.6936707336398987
93,68,-2.5220620003923195,-2.5175834015021366,-2.0911305580860957,-2.0859432787451326,True,1.0,1.0,1.0,0.03333333333333333,0.9944655587933813,0.6916477970770528
26,69,2.7430402534428495,2.7393578952075264,2.856389110127678,2.852644860226311,True,1.0,1.0,1.0,0.0,0.9941699974161158,0.6837610718900536
88,70,-2.053615219689802,-2.0521699260974606,-1.4826884101728186,-1.4818009238500751,True,1.0,1.0,1.0,0.1,0.9972748399272054,0.6665155264914286
30,71,-2.4660785376561343,-2.4658346835994442,-2.479223103893807,-2.478857245597363,True,1.0,1.0,1.0,0.0,0.9986627152319106,0.6161074032558685
36,72,-2.4600775589475856,-2.4596430636580475,-2.288033726299352,-2.287536829745753,True,1.0,1.0,1.0,0.0,0.9991105853609917,0.6147458861126434
22,73,2.3495678966354956,2.348513611811908,2.3915836855380985,2.3901049613077245,True,1.0,1.0,1.0,0.0,0.9959251218322199,0.5861951987931593
97,74,2.2773336256769032,2.265450988209173,2.409634018749444,2.3978416709967694,True,1.0,1.0,1.0,0.0,0.9897356912553747,0.5664114994881677
34,75,-2.2636048196841876,-2.263155089596571,-1.933027432707055,-1.9326412920779426,True,1.0,1.0,1.0,0.0,0.9991677998611137,0.5656657333903813
89,76,2.238220610087861,2.2375785419810317,1.8366777116939423,1.8361663268440214,True,1.0,1.0,1.0,0.0,0.9985714428864699,0.5591554742751914
60,77,2.1846656432677443,2.1835593209182993,1.6658991948228363,1.6649195423983094,True,1.0,1.0,1.0,0.0,0.9975258789041016,0.5454907698974993
99,78,-2.1560089493589363,-2.1550379379215685,-1.25322717499444,-1.2527272269781309,True,1.0,1.0,1.0,0.0,0.998664657885985,0.5386423611462
61,79,-2.1355396447825172,-2.1330824817405514,-1.4396831183078638,-1.4386525767741432,True,1.0,1.0,1.0,0.0,0.9964975101421493,0.5329499479522681
18,80,2.1190983872649976,2.119001069116205,2.2996761353469384,2.2996124921983796,True,1.0,1.0,1.0,0.0,0.9982642126527262,0.5293148087952191
54,81,-2.0774470937910685,-2.0750312671322577,-1.9521091942847566,-1.9496604022144213,True,1.0,1.0,1.0,0.0,0.9971061550615999,0.518610297228122
70,82,-2.00018433694697,-1.9995067317686661,-2.0720435856085024,-2.071355791421627,True,1.0,1.0,1.0,0.0,0.9960749725447822,0.49906473693199077
74,83,-1.9993742774655456,-1.9986294834614518,-1.4652177201192444,-1.4645296944860409,True,1.0,1.0,1.0,0.0,0.9964581641639784,0.49895838743319304
91,84,-1.8658618546981072,-1.8644046532885332,-2.709490307680486,-2.7074705111265245,True,1.0,1.0,1.0,0.0,0.9972005424239958,0.4658125385364128
1,85,1.8674417019123182,1.8542924984032976,1.3664092449887373,1.359056647247803,True,1.0,1.0,1.0,0.0,0.9836546808511488,0.4630449341518757
4,86,1.8081241171911335,1.8053952986162043,1.8380350868364208,1.8340553278345288,True,1.0,1.0,1.0,0.0,0.995395267020554,0.45099028820361314
21,87,-1.66288242912109,-1.6404516177889548,-0.33295722972235253,-0.32633984756939444,True,1.0,1.0,1.0,0.03333333333333333,0.9684466255024847,0.45007810460398284
77,88,-1.5114263192037396,-1.5032350829047993,-1.2107041149058724,-1.204040708298286,True,1.0,1.0,1.0,0.0,0.9911548427685771,0.3761854793713014
55,89,1.3681010534598472,1.3611234177866491,0.8492947170391247,0.8458737501630981,True,1.0,1.0,1.0,0.0,0.9966464984598371,0.3414517722412273
84,90,1.3137642618601995,1.3121533720140623,1.0210800548921444,1.0198627460214829,True,1.0,1.0,1.0,0.0,0.9980393781992333,0.32811909110844095
92,91,-2.18150467291932,-1.6327540488114025,-2.2617876066129443,-1.750258840348617,True,0.6666666666666666,1.0,1.0,0.0,0.6976137934557088,0.30861270193632684
14,92,-2.1457493539544705,-1.4948141155873593,-1.7705855097136662,-1.3583271497790212,True,0.6666666666666666,1.0,1.0,0.0,0.3669350750254708,0.2444250045111341
94,93,0.8211309092996694,0.805179577473453,0.7430633759990755,0.7291708582917936,True,1.0,1.0,0.9666666666666667,0.0,0.997357676103365,0.2015946570036467
62,94,-0.8225160188463171,-0.8222553943116844,0.13698762327877623,0.13683181151359117,False,1.0,1.0,0.9333333333333333,0.0,0.9975975880805003,0.19853593519476823
50,95,-0.7402693609893437,-0.7382922241873949,-1.215359557291415,-1.211957049520787,True,1.0,1.0,0.9333333333333333,0.0,0.9932269970124935,0.17829258910903859
11,96,-0.5686650034311593,-0.5685662227520999,-0.09505823455411833,-0.09504511318518549,True,1.0,1.0,0.8,0.0,0.9995554501708445,0.12792118577987213
58,97,0.7606665640977214,0.7041520091929113,0.08105069190103684,0.20308170222547303,True,0.6666666666666666,1.0,0.9,0.0,0.6829499482421033,0.10134629724532254
3,98,-0.4523628687050847,-0.44539336489324827,-0.12808679090052044,-0.12735706535493782,True,1.0,0.14285714285714285,0.9333333333333333,0.0,0.9973989474981427,0.0623879152793441
53,99,-0.27071381261606187,-0.27404890794401315,0.8129285113989017,0.792977805820323,False,0.6666666666666666,0.2857142857142857,0.6,0.0,0.9914120672130168,0.0231044037087801
76,100,0.13274407938356786,0.10620687659597165,0.48201917629113267,0.35964809857864316,True,0.6666666666666666,0.0,0.6,0.0,0.7052997025370988,0.007545614636211976
