feature,coefficient,direction
control::iliac crest,-0.00045640629137912105,negative
control::cell carcinoma,-0.00045468919924216745,negative
treated::lumbar,-0.00045372968531698767,negative
treated::bp 128,-0.0004527757676940995,negative
control::fgfr1,-0.00045204552056841746,negative
control::min bun,-0.00044993355607906476,negative
treated::128,-0.0004489208210048186,negative
treated::decline,-0.00044613599961486306,negative
control::from myocardial,-0.00044399191187972947,negative
control::age 73,-0.00044264494157067566,negative
control::osseous metastasis,-0.00044186331939704117,negative
control::eleanor mitchell,-0.0004398990621206893,negative
treated::iv on,-0.0004365022905923258,negative
control::calcium,-0.0004361503813846845,negative
treated::dyspnea 55,-0.0004323103829297622,negative
control::robert miller,-0.00043133912001821237,negative
treated::node dissection,-0.00042675043004546174,negative
treated::pemetrexed cycles,-0.00042670103877901747,negative
treated::carboplatin pemetrexed,-0.00042432102629347994,negative
treated::occasional dry,-0.00042171581131417396,negative
control::acquired pneumonia,-0.00042031967671225177,negative
control::cough mild,-0.0004197890483727801,negative
control::vertebral body,-0.0004196600458789535,negative
control::calcium vitamin,-0.0004187020047452994,negative
treated::four,-0.0004183635293447593,negative
control::age 80,-0.00041815776129988246,negative
treated::appears fatigued,-0.00041583269212389356,negative
control::74,-0.00041436673024312795,negative
treated::every 21,-0.000413582671458184,negative
control::min spo2,-0.0004111225893230282,negative
control::fgfr1 amplification,-0.00041106695116527103,negative
control::lobectomy no,-0.00041047256139995956,negative
control::paraplatin,-0.00041000744111678876,negative
control::kg weight,-0.00040984989584954114,negative
control::community acquired,-0.00040690650346438803,negative
treated::74,-0.0004059397314305469,negative
treated::iiia right,-0.0004049684678567986,negative
control::iv squamous,-0.0004046474089331039,negative
treated::kras wild,-0.00040414284702275854,negative
control::osteopenia,-0.0004028994851338142,negative
control::71,-0.00040228535539885553,negative
treated::prednisone,-0.0004018923914158744,negative
control::community,-0.0004001727567547836,negative
control::lymph μl,-0.0003995226269823365,negative
treated::lobectomy and,-0.00039838212888147344,negative
control::opioid,-0.00039798271331406473,negative
control::94,-0.00039706635724956886,negative
control::bone health,-0.00039595018342711746,negative
treated::solitary,-0.0003938488531816688,negative
treated::84 bpm,-0.0003934212875303083,negative
treated::neutrophils,-0.00039337952149260443,negative
control::mild tenderness,-0.00039319253985580557,negative
control::age 76,-0.000392946055357387,negative
control::for bone,-0.00039268197769042144,negative
control::tenderness over,-0.0003911510354142792,negative
treated::ul,-0.0003906878577924333,negative
control::deceased from,-0.0003905055982182979,negative
treated::line carboplatin,-0.0003903392892074738,negative
control::44,-0.00038988769046985236,negative
control::pain calcium,-0.00038968274635824927,negative
control::at 78,-0.00038941430493869705,negative
control::bronchodilator,-0.00038906470380005697,negative
control::radiation to,-0.00038866588479490564,negative
control::body consistent,-0.00038838352118363126,negative
control::77,-0.0003883025886944107,negative
control::q4,-0.00038754393951546495,negative
control::pneumothorax chest,-0.00038720698415283775,negative
treated::upper lobe,-0.0003863704797789621,negative
treated::albuterol,-0.0003856229998832465,negative
control::ttf negative,-0.0003854666193039489,negative
control::john doe,-0.00038392467558369945,negative
control::dyspnea 55,-0.00038358674547420585,negative
control::in squamous,-0.000382223723107817,negative
treated::neutrophils 103,-0.00038180028267629287,negative
control::36 heent,-0.00038143487190039275,negative
control::is 78,-0.00038130593361976084,negative
control::morphine,-0.0003812099980737342,negative
control::over the,-0.00037791760572043585,negative
treated::l3,-0.00037682846900241064,negative
control::pain and,-0.0003767306022095829,negative
control::the t8,-0.00037660313115548473,negative
treated::hr 84,-0.000376552402045483,negative
treated::oral,-0.00037577999331911557,negative
control::vaf tp53,-0.0003756456299655038,negative
control::in left,-0.0003755665016945235,negative
treated::eleanor,-0.0003755409862927053,negative
treated::neuropathic,-0.0003753749354149856,negative
treated::low lymphocytes,-0.0003746970173581377,negative
control::fusion assay,-0.0003732088884429238,negative
treated::fatigue weight,-0.0003730254354135923,negative
control::and osseous,-0.000373008309652617,negative
treated::for ambulation,-0.00037285581055119014,negative
treated::or illicit,-0.00037218819352840453,negative
control::therapy indicated,-0.00037101590573443514,negative
control::atorvastatin chronic,-0.00037077983850946744,negative
treated::type kras,-0.0003703688867015303,negative
treated::l858r,-0.0003701013684249804,negative
control::vertebral,-0.0003700099385513608,negative
control::upper lobe,-0.0003695795006229666,negative
treated::differentiated adenocarcinoma,-0.0003693378475017198,negative
treated::respiratory dyspnea,-0.000368881939713351,negative
treated::hip,-0.00036829269595436276,negative
control::iliac lesion,-0.000368059415576022,negative
treated::by adjuvant,-0.00036695524814526397,negative
treated::upper lobectomy,-0.0003668908215640051,negative
treated::dl ast,-0.00036678658263015454,negative
control::gemzar,-0.0003660760110948078,negative
control::blocks,-0.0003657675980783878,negative
treated::t3n2m1,-0.0003654341395726602,negative
treated::in left,-0.0003653264736091907,negative
treated::mitchell,-0.00036504303655887014,negative
control::af,-0.0003650427364779495,negative
control::distances,-0.00036477764979912363,negative
treated::requires,-0.00036473371544318327,negative
treated::fatigue 70,-0.00036454072403856646,negative
treated::exertional,-0.00036395324867102055,negative
control::beam radiation,-0.00036371093050251125,negative
control::cdkn2a loss,-0.0003637067584184667,negative
control::hilar nodal,-0.0003634709605243316,negative
treated::101 ml,-0.00036346621615577064,negative
treated::low tmb,-0.00036339769678337373,negative
treated::deficits laboratory,-0.0003633665422949745,negative
treated::metastasis stable,-0.0003620963046006004,negative
control::metastatic squamous,-0.00036195623276342884,negative
treated::upper field,-0.00036182633881208574,negative
treated::inhaler,-0.00036175291918701867,negative
treated::plus,-0.0003613897168426428,negative
treated::and family,-0.0003612350052018911,negative
control::appears,-0.00036111042219551075,negative
control::outpatient csf,-0.00036082698888254537,negative
control::of bone,-0.00035976278086562543,negative
control::external beam,-0.0003596005525102688,negative
control::beam,-0.0003596005525102688,negative
treated::eleanor mitchell,-0.0003592489292886961,negative
control::t8 vertebral,-0.00035913729266063226,negative
treated::consult,-0.000358188266454283,negative
control::age 75,-0.0003580575846791501,negative
control::alendronate 70,-0.00035800307822400455,negative
treated::of adjuvant,-0.0003579824291244803,negative
treated::number gain,-0.00035739437441446707,negative
control::and goals,-0.00035728841896116696,negative
treated::requires assistance,-0.0003569874811789415,negative
control::spo2 94,-0.0003568049459370392,negative
control::optimize,-0.00035643939467785085,negative
treated::supplements,-0.0003563962046083053,negative
control::proximal,-0.0003557164244729319,negative
treated::osteopenia,-0.0003552752595285193,negative
treated::inhaler puffs,-0.00035518386212425633,negative
control::stable left,-0.0003539256348681529,negative
control::doe,-0.00035365740407592507,negative
treated::21 days,-0.0003525866113259676,negative
control::metastasis to,-0.0003523679752670757,negative
control::and dyspnea,-0.0003522710762203699,negative
control::external,-0.000352212322345952,negative
treated::age 71,-0.0003519990129250225,negative
control::70 mg,-0.00035114450981264356,negative
control::pneumonia,-0.00035108705082011215,negative
control::lobe squamous,-0.00035096398687145406,negative
control::platinol vinorelbine,-0.0003506943922287718,negative
control::respiratory dyspnea,-0.000350616876142432,negative
treated::r175h,-0.00035056454249743027,negative
treated::known lytic,-0.00035045605361463565,negative
control::fatigued in,-0.0003499605470669715,negative
treated::dizziness,-0.0003497165713583465,negative
treated::to ecog,-0.0003496798000999678,negative
treated::declined to,-0.00034956157542887325,negative
control::short distances,-0.0003493095684811356,negative
control::fgfr,-0.0003492630914884362,negative
control::inhaler prn,-0.0003490835099027055,negative
treated::calcium,-0.0003480622912259114,negative
treated::illness harold,-0.0003480274050377503,negative
treated::with some,-0.0003472864678734314,negative
treated::and an,-0.00034724495217743556,negative
control::osteoarthritis,-0.00034723326296871913,negative
treated::albuterol inhaler,-0.0003471325003358916,negative
control::age 68,-0.00034712756589166184,negative
control::worsened,-0.00034670607017735656,negative
control::or denosumab,-0.0003464913109094289,negative
control::new right,-0.00034606666622352884,negative
treated::loss met,-0.0003455797535965996,negative
control::low back,-0.0003450683776237371,negative
control::james connor,-0.00034500639899136373,negative
control::infiltrates,-0.0003449363178703556,negative
control::neut μl,-0.0003448253293498862,negative
control::no swelling,-0.00034480022413537663,negative
control::in paraffin,-0.0003446840921322596,negative
treated::or pleuritic,-0.0003438624726394609,negative
treated::mutation cdkn2a,-0.00034382970176589033,negative
treated::large cell,0.0008804584581145505,positive
treated::patient michael,0.000761612449281402,positive
treated::radiosurgery,0.0007112181009323638,positive
treated::stereotactic radiosurgery,0.0006935462434135973,positive
treated::right cerebellar,0.0006801044776915539,positive
treated::brain metastases,0.0006746376833645031,positive
treated::michael thompson,0.0006652947333804066,positive
treated::seizure,0.0006542713217152978,positive
treated::metastases treated,0.0006240913024428834,positive
control::platinum free,0.0006190108050347107,positive
control::64,0.0006132338961014415,positive
treated::michael,0.000606349089985143,positive
treated::srs,0.0006052161542094244,positive
control::12 mut,0.0006025522536065712,positive
treated::large,0.0005995541529685346,positive
treated::cell carcinoma,0.0005990883093840853,positive
treated::stereotactic,0.0005969908308825384,positive
control::bilateral pulmonary,0.0005868287943345874,positive
control::free doublet,0.0005753508252187891,positive
treated::122 78,0.0005733200054164543,positive
treated::cell nsclc,0.0005731816499921296,positive
treated::122,0.0005696696812894831,positive
treated::levetiracetam,0.0005656153579585883,positive
treated::bp 122,0.0005553962339396937,positive
control::tmb 12,0.0005542230144308844,positive
treated::non platinum,0.0005457760892516531,positive
treated::cerebellar,0.0005344536434430662,positive
treated::and right,0.0005276956247946906,positive
control::loss tp53,0.0005199699358620505,positive
treated::with stereotactic,0.0005197099761712411,positive
treated::iv large,0.0005162095737155275,positive
control::age 64,0.00051494799762492,positive
treated::treated lesions,0.0005052588131805272,positive
treated::frontal,0.0004921834806806663,positive
treated::appearing nad,0.0004904854663369914,positive
treated::appearing,0.0004874102395552197,positive
treated::well appearing,0.00048689108870231176,positive
treated::109,0.0004852147558808766,positive
treated::left parietal,0.0004841601301491318,positive
treated::poorly differentiated,0.00048125219681680346,positive
treated::deletion egfr,0.0004806405971314771,positive
treated::post srs,0.00048053837788782886,positive
treated::frontal lobe,0.0004794217198644391,positive
control::martinez,0.00046856395628302626,positive
control::68 ml,0.0004685194175429698,positive
treated::illness michael,0.0004654787786418607,positive
control::g12c stk11,0.00046505526832384407,positive
treated::cerebellar hemisphere,0.0004632981684261284,positive
treated::poorly,0.00045437330677504893,positive
treated::rib pain,0.000452866054618711,positive
treated::age 57,0.0004514732338724082,positive
treated::or rales,0.0004476639193071771,positive
treated::definitive intracranial,0.0004464521285011785,positive
treated::other histology,0.0004444208001627375,positive
control::endocrine,0.0004373457754399871,positive
treated::m1c,0.0004368435418565196,positive
treated::parietal,0.0004366295335930626,positive
treated::hemisphere cm,0.00043463211873936107,positive
control::james whitaker,0.0004328469383699655,positive
treated::cancer large,0.00043057172487830433,positive
treated::systemic disease,0.0004286305323074422,positive
treated::radiosurgery to,0.00042570534537484837,positive
control::toes,0.00042560757851192705,positive
treated::carcinoma of,0.0004255361037063457,positive
treated::hemisphere,0.000423398517432615,positive
treated::denies dyspnea,0.000421704391911977,positive
control::dose adjustment,0.00042046131838485045,positive
control::age 52,0.0004192974815039391,positive
treated::thompson,0.0004189736094271142,positive
control::adjustment,0.0004189157270438425,positive
treated::frontal and,0.00041767635565608446,positive
treated::n2 m1c,0.0004174267634143681,positive
control::eleanor martinez,0.0004170076813463386,positive
treated::general well,0.00041689813243200906,positive
treated::85 100,0.000412703361176909,positive
treated::age 55,0.0004112910284727377,positive
control::cisplatin etoposide,0.0004086914681088178,positive
control::mutation stk11,0.00040813251230457996,positive
control::cisplatin pemetrexed,0.0004076166453291718,positive
control::polyuria,0.00040680857311628933,positive
control::works,0.00040640972121940645,positive
treated::keap1,0.0004062250153530313,positive
control::part time,0.0004031462874158958,positive
treated::levetiracetam 500,0.0004011736387457425,positive
treated::g12c,0.00040093761773833523,positive
treated::fully,0.00040006573393896154,positive
treated::gy,0.0003981059838763062,positive
treated::loss 25,0.0003974833091988706,positive
control::polydipsia,0.00039726210966782447,positive
treated::stk11 keap1,0.00039696922956989245,positive
control::burden 12,0.00039540759715059976,positive
control::122,0.0003947212611986934,positive
treated::james miller,0.00039361012308092227,positive
control::adrenal nodule,0.00039338837973611993,positive
control::ul,0.00039289649583428005,positive
treated::known brain,0.000392056071702639,positive
treated::nausea 100,0.00039203147602843324,positive
treated::platinum doublet,0.0003913934203381724,positive
control::crcl,0.00039062568605321594,positive
control::etoposide,0.00038746195485137947,positive
treated::kras g12c,0.0003871527322198464,positive
control::bp 122,0.0003871376404497266,positive
control::function 78,0.00038649040220291547,positive
treated::intracranial disease,0.0003864539813246249,positive
treated::function 80,0.0003863980892079273,positive
control::85,0.000384842516943061,positive
treated::were detected,0.00038439713807829833,positive
control::ul reference,0.000384163607433997,positive
control::function tp53,0.00038354250390703964,positive
control::endocrine none,0.00038154293348917687,positive
treated::bronchoscopic,0.0003799454594164407,positive
control::for crcl,0.0003788867090554175,positive
control::polyuria polydipsia,0.00037821668601399784,positive
treated::with brain,0.0003768733811399128,positive
treated::cell non,0.00037611336734303004,positive
treated::two brain,0.0003748409736463055,positive
control::subcutaneous,0.00037470765716484896,positive
control::age 65,0.0003723510358443357,positive
treated::right adrenal,0.0003713950704664137,positive
control::bob,0.00037116596815784276,positive
control::iv kras,0.00037111926679932704,positive
treated::alc μl,0.00036974142540936684,positive
control::122 78,0.00036848230659320216,positive
treated::edema right,0.0003676344373490264,positive
treated::age 56,0.00036676736457663645,positive
treated::miller,0.00036674297507391384,positive
control::two enhancing,0.00036605253238502665,positive
control::bilateral adrenal,0.0003643205183760119,positive
control::markers cea,0.0003619548859144534,positive
treated::t2an3m1c,0.0003615460815315009,positive
treated::iv t2an3m1c,0.00036052767924847607,positive
treated::strategies for,0.0003604426833597698,positive
treated::nsclc other,0.0003603080851431103,positive
treated::left frontal,0.00035963277095730703,positive
control::time as,0.0003594936321514307,positive
control::49,0.00035927353020961386,positive
control::therapy 30,0.0003591343634436506,positive
treated::age 40,0.0003586117469253049,positive
control::none polyuria,0.0003580537298700599,positive
treated::and cdkn2a,0.000357749277414942,positive
treated::painful right,0.0003564199130248802,positive
control::neuropathy grade,0.0003559889616545454,positive
treated::colorectal,0.0003547893526057595,positive
treated::rivera age,0.00035383006015364234,positive
treated::oncology social,0.0003538252272643528,positive
treated::fully active,0.0003533936140471642,positive
control::with dose,0.00035269371748971673,positive
treated::platinum naive,0.00035253598536761797,positive
treated::cm right,0.0003523949380681209,positive
treated::to painful,0.0003522401064911916,positive
treated::age 66,0.0003520072081649179,positive
control::therapy if,0.0003512706685605924,positive
control::john miller,0.0003507474869217834,positive
treated::g12c mutant,0.0003499793819745795,positive
control::at 62,0.0003498855085463145,positive
treated::fractions,0.000349395116400531,positive
treated::nad ecog,0.0003488859393852403,positive
treated::on levetiracetam,0.0003487877400441249,positive
treated::pain dyspnea,0.00034694849325221373,positive
control::55 ml,0.00034603415064479346,positive
treated::with srs,0.0003459222628320686,positive
treated::minimum,0.0003449028111050213,positive
control::mild peripheral,0.0003433068265547041,positive
treated::metastases stable,0.0003429734288655051,positive
control::robert bob,0.0003424557931889902,positive
control::node cm,0.0003422479208794628,positive
treated::to brain,0.00034201159725879936,positive
treated::right frontal,0.00034129612926451684,positive
control::left scapular,0.0003409244367544989,positive
treated::severity none,0.0003405323850208556,positive
control::63,0.00033944373165301745,positive
treated::92 ml,0.0003391582773512821,positive
control::harold thompson,0.0003390634674384727,positive
control::age 51,0.0003385287534380938,positive
treated::chemotherapy treatment,0.00033809844056851716,positive
control::52,0.0003380373016288903,positive
control::left cm,0.00033799998249771607,positive
treated::gene nucleotide,0.00033789107037551547,positive
treated::surrounding,0.0003376851277571696,positive
control::up order,0.0003376337571366801,positive
treated::vaf stk11,0.00033740836637882087,positive
control::function 85,0.00033696643597453,positive
treated::to two,0.0003358960568222331,positive
control::containing,0.0003353848502634275,positive
control::stk11 loss,0.0003353224944550101,positive
control::peripheral neuropathy,0.0003338697275455401,positive
control::hypermetabolic,0.0003332859642725779,positive
treated::care plan,0.0003330257761994348,positive
treated::disease related,0.00033224349542633887,positive
control::neutropenic,0.0003320855318496234,positive
control::chemotherapy infusion,0.00033181483219002093,positive
control::on existing,0.0003310072435550657,positive
control::cm consistent,0.0003308397170548932,positive
control::m1c,0.00033064550313559744,positive
treated::parietal lobe,0.00033050076113653375,positive
control::agents and,0.0003302400421872494,positive
control::61,0.00033003906136707653,positive
treated::function 85,0.0003299489644647302,positive
control::58 ml,0.00032970954551982525,positive
treated::michael is,0.0003292394836379777,positive
control::subsequent,0.00032911405882448785,positive
treated::loss pd,0.0003287252198878983,positive
treated::surrounding edema,0.0003285798762145066,positive
treated::remain stable,0.00032771891072815593,positive
control::dyspnea 35,0.0003276532384378821,positive
treated::profile kras,0.0003276426419099314,positive
treated::platinum free,0.00032754472728608295,positive
control::nodules are,0.000327332963133889,positive
treated::with platinum,0.00032615842977562145,positive
treated::80 100,0.0003258546396184963,positive
treated::but the,0.0003258452301619454,positive
control::adrenal nodules,0.0003253232160274519,positive
treated::rales,0.0003244373071615668,positive
treated::occipital lobe,0.0003237964889247885,positive
control::cerebellar metastasis,0.000322976846039087,positive
treated::hr 72,0.0003228285579583297,positive
treated::on separate,0.00032212475846207084,positive
treated::to three,0.00032176887199090163,positive
control::order pd,0.0003217096773168321,positive
control::m1c non,0.00032133104818830697,positive
control::85 100,0.0003210234822847782,positive
control::regimen iv,0.0003209219579800337,positive
treated::three enhancing,0.0003207838165683382,positive
treated::inhibitors or,0.0003207827185194272,positive
control::crcl 50,0.00032076008552464413,positive
control::humeral,0.00032069588195986676,positive
control::ramirez,0.00032041511604754684,positive
treated::of large,0.00031997818126829893,positive
treated::three brain,0.00031979573850918273,positive
control::infusion for,0.00031944843557451266,positive
control::dl ca,0.00031927629873210357,positive
control::mut mb,0.0003190254236565367,positive
treated::72 bpm,0.0003189975540088395,positive
control::works part,0.0003183905428305544,positive
control::denies weight,0.00031829530983773464,positive
treated::to right,0.0003182518856852636,positive
control::favored,0.00031802090589989066,positive
treated::cell cycle,0.00031797629091985877,positive
treated::73 ml,0.00031774755161242415,positive
treated::frequent mitoses,0.00031774047924787327,positive
treated::seizure disorder,0.00031754903866936353,positive
treated::adrenal nodules,0.0003168777602607974,positive
treated::rales cardiovascular,0.00031681532036992365,positive
control::mut,0.0003167736309155867,positive
control::surgeries,0.00031676768401164894,positive
control::required for,0.0003155876077516704,positive
control::for lung,0.00031537896431004214,positive
control::lymphatic none,0.0003153419552380586,positive
control::osteoblastic lesions,0.0003153224006070378,positive
treated::disorder,0.0003147008622792738,positive
