top_k,feature,outer_fold_count,mean_rank,mean_z_score,mean_abs_z_score,mean_ranking_score
25,impact on quality,1,15.0,-3.4077022322536235,3.4077022322536235,3.152124564834602
25,health 70 100,1,16.0,-3.388242781214603,3.388242781214603,3.134124572623508
25,- age,1,24.0,-3.3869165701364032,3.3869165701364032,3.132897827376173
25,may be,1,25.0,-3.385474649348922,3.385474649348922,3.131564050647753
25,increasing,1,20.0,-3.4329137939918697,3.4329137939918697,3.0896224145926827
25,to reduced,1,18.0,3.285725270576866,3.285725270576866,3.0392958752836012
25,reports increasing,1,21.0,-3.2533991256254793,3.2533991256254793,3.0093941912035684
25,erythema over,1,20.0,-3.206722556835615,3.206722556835615,2.966218365072944
25,lung no new,1,23.0,3.191624249460506,3.191624249460506,2.9522524307509683
25,mass or,1,24.0,3.2214240053637946,3.2214240053637946,2.899281604827415
25,pd-l1 <1 %.,1,21.0,-3.3692218918957306,3.3692218918957306,2.8638386081113714
25,is within,1,22.0,-3.178790684825627,3.178790684825627,2.8609116163430643
25,rubs,1,25.0,3.2677117559622983,3.2677117559622983,2.859247786467011
25,anc <1.0 k,1,23.0,-3.2616931219542993,3.2616931219542993,2.853981481710012
25,clinician,1,24.0,3.1342693288951815,3.1342693288951815,2.820842396005663
25,epidural,1,25.0,3.10814435504964,3.10814435504964,2.7973299195446764
50,% low,5,9.0,-3.7329096945239413,3.7329096945239413,3.621923173180715
50,syndromes --- physical,4,5.0,-3.896294406304595,3.8962944063045954,3.8248540658899195
50,neurologic symptoms or,4,10.5,-3.5877658622013673,3.5877658622013673,3.4817827075675876
50,hour <new,4,15.5,3.5732883513913025,3.5732883513913025,3.418909714774191
50,hour <new note>,4,15.5,3.5732883513913025,3.5732883513913025,3.418909714774191
50,lung no,4,16.5,3.5150975667455917,3.5150975667455917,3.3904575690338454
50,55.,4,23.5,3.3763609790718037,3.3763609790718037,3.295713213876054
50,syndromes ---,4,23.0,-3.4912785458863675,3.491278545886368,3.23393062372375
50,cancer syndromes ---,4,24.25,-3.468745270228745,3.468745270228745,3.212703637662217
50,superior vena cava,3,15.333333333333334,-3.6515608800063526,3.6515608800063526,3.4973149633401337
50,cava,3,15.333333333333334,-3.6406367307334935,3.6406367307334935,3.485515560032214
50,vena cava,3,16.333333333333332,-3.6406367307334935,3.6406367307334935,3.485515560032214
50,pd-l1 <1,3,16.666666666666668,-3.6481789291782287,3.6481789291782287,3.4168716338500063
50,kidneys,3,19.0,3.649386261410266,3.649386261410266,3.385924546742056
50,canal,3,19.666666666666668,3.472321225124533,3.472321225124533,3.2497931681732672
50,reasonable,3,24.333333333333332,-3.427181387692795,3.427181387692795,3.21441481795603
50,nkda social,3,27.333333333333332,-3.459713197079654,3.459713197079654,3.210599102342242
50,nkda social history,3,27.666666666666668,-3.459713197079654,3.459713197079654,3.210599102342242
50,or masses.,3,15.666666666666666,3.469268988542554,3.469268988542554,3.208418236605516
50,is within,3,30.333333333333332,-3.2627768295034105,3.2627768295034105,2.9075654077837108
50,superior vena,2,9.0,-3.813798603725078,3.813798603725078,3.7679988607625354
50,vena,2,10.5,-3.7896872814741203,3.7896872814741203,3.7444582157691566
50,high pd-l1 expression,2,6.0,3.725542374902921,3.725542374902921,3.6802682662230586
50,moderate complexity <new,2,7.0,-3.652901355864577,3.652901355864577,3.518678906609957
50,high pd-l1,2,12.5,3.624565901975182,3.624565901975182,3.4879726311311936
50,- metastatic nsclc,2,10.5,3.5430695114541826,3.5430695114541826,3.461013042033594
50,evidence of superior,2,21.5,-3.4950542505572386,3.4950542505572386,3.3723022062566623
50,adenopathy.,2,22.0,3.5543192475883867,3.5543192475883867,3.287745304019258
50,low pd-l1 expression,2,24.0,-3.4967207674880156,3.4967207674880156,3.2382820712443907
50,may be,2,31.0,-3.280502647227073,3.280502647227073,3.074159081748858
50,tps >=,2,26.5,3.2354175041164615,3.2354175041164615,3.001460946190207
50,objective,2,44.0,3.190137840598261,3.190137840598261,2.792156630205943
50,he reports increasing,2,31.0,-3.1457383903994875,3.1457383903994875,2.7128877743584807
50,55 emotional,2,33.5,3.0706975549366247,3.0706975549366247,2.6868603605695465
50,55 emotional function,2,38.0,3.055937388859017,3.055937388859017,2.6370246582562555
50,carcinoma adenocarcinoma,1,1.0,4.510378809207653,4.510378809207653,4.510378809207653
50,lung carcinoma adenocarcinoma,1,2.0,4.4375200027657264,4.4375200027657264,4.4375200027657264
50,-------------------,1,4.0,-4.050533997648014,4.050533997648014,4.050533997648014
50,pain no new,1,2.0,-3.825713738182066,3.825713738182066,3.825713738182066
50,anc <1.0,1,1.0,-3.7469242118119856,3.7469242118119856,3.7469242118119856
50,cell lung carcinoma,1,12.0,3.834324293368293,3.834324293368293,3.7384661860340853
50,of superior,1,6.0,-3.7167206530991024,3.7167206530991024,3.7167206530991024
50,pelvic lymphadenopathy.,1,5.0,-3.805335870910294,3.805335870910294,3.7102024741375366
50,and immunophenotypic profile,1,8.0,-3.701785887594039,3.701785887594039,3.701785887594039
50,immunophenotypic profile,1,9.0,-3.701785887594039,3.701785887594039,3.701785887594039
50,spinal,1,15.0,3.6785838592368556,3.6785838592368556,3.6785838592368556
50,recist criteria,1,10.0,3.670701775799044,3.670701775799044,3.670701775799044
50,lesions identified. overall,1,7.0,-3.685491871765771,3.685491871765771,3.5933545749716265
50,lung shows,1,6.0,3.6620978737581247,3.6620978737581247,3.5705454269141716
50,general fatigue,1,7.0,3.5635184840390077,3.5635184840390077,3.5635184840390077
50,axial dimension previously,1,22.0,-3.5971762206862223,3.5971762206862223,3.507246815169067
50,metastasis in,1,11.0,3.584134710904405,3.584134710904405,3.494531343131795
50,pd-l1 <1 %,1,23.0,-3.6453636551690853,3.6453636551690853,3.463095472410631
50,complexity <new,1,15.0,-3.616807863753066,3.616807863753066,3.4359674705654126
50,complexity <new note>,1,16.0,-3.616807863753066,3.616807863753066,3.4359674705654126
50,pain palpitations or,1,13.0,3.6006024141527377,3.6006024141527377,3.4205722934451006
50,nodules or masses.,1,14.0,3.4799599909796544,3.4799599909796544,3.392960991205163
50,cytopenias,1,24.0,-3.4595145917951022,3.4595145917951022,3.3730267270002248
50,initial oncology,1,12.0,-3.4547440824183533,3.4547440824183533,3.3683754803578942
50,cancer nsclc -,1,20.0,3.5362574039005383,3.5362574039005383,3.359444533705511
50,mediastinum hilar nodes,1,6.0,-3.5294712348522075,3.5294712348522075,3.3529976731095967
50,tingling in feet,1,16.0,-3.424533486225931,3.424533486225931,3.3389201490702827
50,and portal-venous,1,22.0,3.3980632995599938,3.3980632995599938,3.313111717070994
50,global health 70,1,7.0,-3.4662404659223207,3.4662404659223207,3.2929284426262044
50,intra-abdominal,1,26.0,3.5569243405258177,3.5569243405258177,3.2901550149863814
50,health 70,1,8.0,-3.450465138739984,3.450465138739984,3.2779418818029846
50,the two,1,18.0,-3.4320830439054766,3.4320830439054766,3.2604788917102026
50,<1,1,27.0,-3.5158017195692346,3.5158017195692346,3.2521165906015423
50,are seen in,1,13.0,-3.4055217022675026,3.4055217022675026,3.2352456171541273
50,patient reports a,1,24.0,3.4960636901835977,3.4960636901835977,3.233858913419828
50,analgesia,1,25.0,-3.40284927726306,3.40284927726306,3.232706813399907
50,to obtain,1,14.0,-3.491592028206076,3.491592028206076,3.2297226260906204
50,immunophenotypic profile is,1,26.0,-3.395561249763183,3.395561249763183,3.2257831872750238
50,on quality,1,12.0,-3.472343835909887,3.472343835909887,3.2119180482166456
50,on quality of,1,11.0,-3.472343835909887,3.472343835909887,3.2119180482166456
50,lisinopril - no,1,28.0,-3.46805280094168,3.46805280094168,3.207948840871054
50,- metastatic,1,15.0,3.3709267440917836,3.3709267440917836,3.2023804068871944
50,are normal in,1,27.0,3.4584518080543725,3.4584518080543725,3.1990679224502947
50,-------- -------------------,1,30.0,-3.343898350548475,3.343898350548475,3.176703433021051
50,seizures dermatologic,1,21.0,-3.527108484630503,3.527108484630503,3.174397636167453
50,score <1 %,1,28.0,-3.253660771426868,3.253660771426868,3.1723192521411963
50,with primary,1,14.0,3.3349158373573826,3.3349158373573826,3.1681700454895134
50,lymphadenopathy. - lungs,1,31.0,-3.3326332096097393,3.3326332096097393,3.1660015491292524
50,of the primary,1,22.0,-3.514137875208284,3.514137875208284,3.1627240876874554
50,impact on quality,1,15.0,-3.4077022322536235,3.4077022322536235,3.152124564834602
50,70 100 fatigue,1,30.0,-3.3922959622631286,3.3922959622631286,3.137873765093394
50,health 70 100,1,16.0,-3.388242781214603,3.388242781214603,3.134124572623508
50,- age,1,24.0,-3.3869165701364032,3.3869165701364032,3.132897827376173
50,and to discuss,1,32.0,-3.4776051145110674,3.4776051145110674,3.1298446030599605
50,occasional alcohol,1,26.0,-3.4665297458877267,3.4665297458877267,3.119876771298954
50,of superior vena,1,31.0,-3.364765120078855,3.364765120078855,3.112407736072941
50,increasing,1,20.0,-3.4329137939918697,3.4329137939918697,3.0896224145926827
50,- a,1,27.0,-3.3268669536966358,3.3268669536966358,3.077351932169388
50,left lung,1,28.0,3.3261071610363078,3.3261071610363078,3.076649123958585
50,no cervical adenopathy.,1,33.0,3.413006255481466,3.413006255481466,3.0717056299333194
50,allergies nkda social,1,34.0,-3.318058210243047,3.318058210243047,3.069203844474819
50,phase ii,1,35.0,-3.3902829195877873,3.3902829195877873,3.0512546276290085
50,to reduced,1,18.0,3.285725270576866,3.285725270576866,3.0392958752836012
50,ago - occasional,1,29.0,-3.196665205146557,3.196665205146557,3.036831944889229
50,- high pd-l1,1,33.0,3.281330981846152,3.281330981846152,3.035231158207691
50,reports increasing,1,21.0,-3.2533991256254793,3.2533991256254793,3.0093941912035684
50,adenopathy. -,1,30.0,3.152033513339565,3.152033513339565,2.9944318376725865
50,spinal canal,1,39.0,3.3093961909972602,3.3093961909972602,2.978456571897534
50,and may,1,31.0,-3.218174706431515,3.218174706431515,2.9768116034491516
50,in previously,1,37.0,3.3074296490378465,3.3074296490378465,2.976686684134062
50,lung carcinoma,1,40.0,3.400804181063516,3.400804181063516,2.9757036584305765
50,40 100 emotional,1,38.0,-3.1249513231380313,3.1249513231380313,2.9687037569811294
50,erythema over,1,20.0,-3.206722556835615,3.206722556835615,2.966218365072944
50,surgeries medications -,1,32.0,-3.379071740588888,3.379071740588888,2.956687773015277
50,cell-cycle progression.,1,41.0,-3.2808434361598233,3.2808434361598233,2.952759092543841
50,lung no new,1,23.0,3.191624249460506,3.191624249460506,2.9522524307509683
50,wild-type other,1,42.0,-3.1890841323439063,3.1890841323439063,2.9499028224181134
50,morphine 2.5,1,39.0,-3.2775691191188336,3.2775691191188336,2.9498122072069504
50,morphine 2.5 mg,1,40.0,-3.2775691191188336,3.2775691191188336,2.9498122072069504
50,social function 70,1,41.0,-3.270379150045955,3.270379150045955,2.9433412350413595
50,mass or,1,24.0,3.2214240053637946,3.2214240053637946,2.899281604827415
50,wall bones,1,44.0,-3.2172154577069705,3.2172154577069705,2.8954939119362737
50,palpitations or,1,33.0,3.3057321885319495,3.3057321885319495,2.892515664965456
50,e.g. new,1,42.0,3.400860755346706,3.400860755346706,2.8907316420447002
50,and unchanged,1,43.0,-3.120954755796891,3.120954755796891,2.8868831491121245
50,mass now,1,45.0,-3.3822420374407023,3.3822420374407023,2.8749057318245974
50,pd-l1 <1 %.,1,21.0,-3.3692218918957306,3.3692218918957306,2.8638386081113714
50,rubs,1,25.0,3.2677117559622983,3.2677117559622983,2.859247786467011
50,deletion exons 1-2,1,47.0,-3.266631511333627,3.266631511333627,2.8583025724169233
50,exons 1-2,1,46.0,-3.266631511333627,3.266631511333627,2.8583025724169233
50,are normal,1,46.0,3.261739035351764,3.261739035351764,2.8540216559327938
50,anc <1.0 k,1,23.0,-3.2616931219542993,3.2616931219542993,2.853981481710012
50,multiplanar reconstructions,1,26.0,3.1670096207354437,3.1670096207354437,2.8503086586618993
50,<1 %,1,48.0,-3.2561173158745427,3.2561173158745427,2.8491026513902247
50,chest wall bones,1,49.0,-3.1652802029829923,3.1652802029829923,2.8487521826846933
50,left lung no,1,27.0,3.162794542118113,3.162794542118113,2.846515087906302
50,- general fatigue,1,36.0,3.2454641967504245,3.2454641967504245,2.8397811721566213
50,2.5 mg,1,48.0,-3.2444330091384153,3.2444330091384153,2.8388788829961134
50,ml s,1,28.0,3.2322058745964504,3.2322058745964504,2.8281801402718942
50,lobe primary nsclc,1,50.0,3.228419653012336,3.228419653012336,2.824867196385794
50,clinician,1,24.0,3.1342693288951815,3.1342693288951815,2.820842396005663
50,30 nausea,1,39.0,-3.1230795761526946,3.1230795761526946,2.810771618537425
50,fatigue 30 nausea,1,38.0,-3.1230795761526946,3.1230795761526946,2.810771618537425
50,ttf-1 napsin,1,51.0,3.2078122903113155,3.2078122903113155,2.806835754022401
50,epidural,1,25.0,3.10814435504964,3.10814435504964,2.7973299195446764
50,- fda-approved,1,29.0,3.107920156025072,3.107920156025072,2.797128140422565
50,indicated,1,40.0,3.1035943787159814,3.1035943787159814,2.7932349408443833
50,first hour <new,1,41.0,3.384706762023645,3.384706762023645,2.7923830786695074
50,if anc <1.0,1,26.0,-3.179379157207741,3.179379157207741,2.7819567625567734
50,follow-up progress note,1,43.0,-3.267755626652646,3.267755626652646,2.7775922826547492
50,oncology follow-up progress,1,42.0,-3.267755626652646,3.267755626652646,2.7775922826547492
50,of first-line carboplatin,1,27.0,-3.1634590621561216,3.1634590621561216,2.7680266793866064
50,3 ml s,1,32.0,3.1333941326277492,3.1333941326277492,2.7417198660492805
50,trends mild anemia,1,33.0,3.222866686278407,3.222866686278407,2.739436683336646
50,the limited upper,1,29.0,-3.3080019036347985,3.3080019036347985,2.729101570498709
50,deficits. he,1,44.0,-3.1162511993940036,3.1162511993940036,2.726719799469753
50,pd-l1 22c3,1,35.0,-3.169698700013369,3.169698700013369,2.694243895011364
50,l anc 1.2,1,31.0,-3.073313239372152,3.073313239372152,2.689149084450633
50,multiplanar,1,36.0,3.1578805732241233,3.1578805732241233,2.684198487240505
50,g12c mutant stk11,1,46.0,-3.2498199835083827,3.2498199835083827,2.681101486394416
50,disease progression depression,1,38.0,-3.242056342389411,3.242056342389411,2.6746964824712642
50,- left lung,1,39.0,3.1283252795798586,3.1283252795798586,2.65907648764288
50,the immunophenotype ttf-1+,1,40.0,-3.038418189053369,3.038418189053369,2.6586159154216977
50,lungs - a,1,47.0,-3.0368269544822653,3.0368269544822653,2.657223585171982
50,reports increasing fatigue,1,33.0,-3.031464681484756,3.031464681484756,2.6525315962991614
50,with a more,1,41.0,-3.1113056582535017,3.1113056582535017,2.644609809515477
50,differential and,1,42.0,-3.3050786313745415,3.3050786313745415,2.644062905099633
50,with differential and,1,43.0,-3.3050786313745415,3.3050786313745415,2.644062905099633
50,progression depression,1,44.0,-3.2032824855426214,3.2032824855426214,2.642708050572663
50,murmurs rubs,1,46.0,3.188592264650396,3.188592264650396,2.630588618336577
50,no murmurs rubs,1,45.0,3.188592264650396,3.188592264650396,2.630588618336577
50,prior surgeries medications,1,48.0,-3.2848033125623366,3.2848033125623366,2.6278426500498693
50,surgeries medications,1,49.0,-3.277268243718,3.277268243718,2.6218145949743996
50,difficulty,1,48.0,-3.083060603958027,3.083060603958027,2.6206015133643232
50,bowel sounds.,1,49.0,3.0818603471935178,3.0818603471935178,2.6195812951144903
50,fdg-avid osseous lesions,1,37.0,-3.0799001588235284,3.0799001588235284,2.6179151349999996
50,1 % low,1,38.0,-3.1680471221751576,3.1680471221751576,2.6136388757945053
50,. physical examination,1,50.0,3.166568984116428,3.166568984116428,2.6124194118960533
50,loss -,1,50.0,3.157320913059324,3.157320913059324,2.6047897532739426
50,3 nad in,1,39.0,2.976470432419841,2.976470432419841,2.604411628367361
50,60 %,1,40.0,3.1073227954785416,3.1073227954785416,2.563541306269797
50,offer early,1,41.0,-3.202680116746514,3.202680116746514,2.5621440933972113
50,role function 40,1,42.0,-3.200672568676207,3.200672568676207,2.5605380549409653
50,status. ---,1,43.0,-2.989343768593887,2.989343768593887,2.5409422033048044
50,tmb and stk11,1,44.0,-2.964258209946448,2.964258209946448,2.519619478454481
50,1.8 cm in,1,46.0,-2.895285047171518,2.895285047171518,2.4609922900957906
50,increasing fatigue,1,47.0,-2.9820763951340945,2.9820763951340945,2.4602130259856283
50,not currently,1,48.0,-3.1515390210122107,3.1515390210122107,2.442442741284463
50,immunoprofile,1,49.0,2.955272773494607,2.955272773494607,2.438100038133051
50,------ --------------------------------,1,50.0,3.0089775109294314,3.0089775109294314,2.407182008743545
100,% low,5,9.0,-3.7329096945239413,3.7329096945239413,3.621923173180715
100,lung no,5,29.4,3.4207339030786814,3.4207339030786814,3.1688579424887324
100,55.,5,33.4,3.281059234514372,3.281059234514372,3.1150461933878093
100,nkda social history,5,52.4,-3.2768271965955607,3.2768271965955598,2.783667356235026
100,syndromes --- physical,4,5.0,-3.896294406304595,3.8962944063045954,3.8248540658899195
100,neurologic symptoms or,4,10.5,-3.5877658622013673,3.5877658622013673,3.4817827075675876
100,hour <new,4,15.5,3.5732883513913025,3.5732883513913025,3.418909714774191
100,hour <new note>,4,15.5,3.5732883513913025,3.5732883513913025,3.418909714774191
100,syndromes ---,4,23.0,-3.4912785458863675,3.491278545886368,3.23393062372375
100,cancer syndromes ---,4,24.25,-3.468745270228745,3.468745270228745,3.212703637662217
100,pd-l1 <1,4,29.5,-3.489204432695658,3.489204432695658,3.165109914037094
100,kidneys,4,31.75,3.5361703846586465,3.5361703846586465,3.138791426507252
100,nkda social,4,40.75,-3.372007930225357,3.372007930225357,2.990866601068394
100,low pd-l1 expression,4,49.0,-3.2761028072166187,3.2761028072166187,2.8225737336539445
100,is within,4,46.75,-3.207087728180134,3.2070877281801335,2.7316777577259006
100,superior vena cava,3,15.333333333333334,-3.6515608800063526,3.6515608800063526,3.4973149633401337
100,cava,3,15.333333333333334,-3.6406367307334935,3.6406367307334935,3.485515560032214
100,vena cava,3,16.333333333333332,-3.6406367307334935,3.6406367307334935,3.485515560032214
100,canal,3,19.666666666666668,3.472321225124533,3.472321225124533,3.2497931681732672
100,vena,3,29.333333333333332,-3.4913162206468074,3.4913162206468074,3.244070452752418
100,superior vena,3,31.0,-3.501177449951941,3.501177449951941,3.2309830261097736
100,reasonable,3,24.333333333333332,-3.427181387692795,3.427181387692795,3.21441481795603
100,or masses.,3,15.666666666666666,3.469268988542554,3.469268988542554,3.208418236605516
100,high pd-l1 expression,3,35.333333333333336,3.5050755943559966,3.5050755943559966,3.1940131688537243
100,high pd-l1,3,32.0,3.4483798219083517,3.4483798219083517,3.1509171305607127
100,carcinoma adenocarcinoma,3,45.333333333333336,3.4660323164259688,3.4660323164259688,3.0728860218094662
100,lung carcinoma adenocarcinoma,3,54.666666666666664,3.4120409023903395,3.4120409023903395,2.949412212074647
100,pd-l1 <1 %.,3,52.666666666666664,-3.1962448864059607,3.1962448864059607,2.6398364401988323
100,<1,3,56.333333333333336,-3.239451000679889,3.239451000679889,2.636842366149201
100,he reports increasing,3,51.333333333333336,-3.0925281128652813,3.0925281128652813,2.5551187390215375
100,800,3,68.33333333333333,3.033134678406021,3.033134678406021,2.5030629548333025
100,with a more,3,70.66666666666667,-3.026495084210852,3.026495084210852,2.4745472846806975
100,left lung no,3,64.0,2.9905513253418228,2.9905513253418228,2.4052175108092135
100,symptoms or,3,81.33333333333333,-3.0110446760979896,3.0110446760979896,2.318284822723253
100,moderate complexity <new,2,7.0,-3.652901355864577,3.652901355864577,3.518678906609957
100,- metastatic nsclc,2,10.5,3.5430695114541826,3.5430695114541826,3.461013042033594
100,evidence of superior,2,21.5,-3.4950542505572386,3.4950542505572386,3.3723022062566623
100,adenopathy.,2,22.0,3.5543192475883867,3.5543192475883867,3.287745304019258
100,of superior,2,34.0,-3.340616632827561,3.340616632827561,3.19239100219976
100,may be,2,31.0,-3.280502647227073,3.280502647227073,3.074159081748858
100,spinal,2,35.0,3.311198826445063,3.311198826445063,3.016817447079736
100,tps >=,2,26.5,3.2354175041164615,3.2354175041164615,3.001460946190207
100,pain palpitations or,2,42.5,3.315266315046512,3.315266315046512,2.9222582330986646
100,of superior vena,2,44.0,-3.2407881739211883,3.2407881739211883,2.9198087801830113
100,lung shows,2,50.5,3.309240194360113,3.309240194360113,2.893916156567874
100,mediastinum hilar nodes,2,47.5,-3.3290376625631692,3.3290376625631692,2.888832921536024
100,metastasis in,2,49.0,3.236586168450538,3.236586168450538,2.866767751639607
100,cell-cycle progression.,2,51.0,-3.1634516034051154,3.1634516034051154,2.847106443064604
100,recist criteria,2,51.5,3.2264104781158816,3.2264104781158816,2.8438690908063826
100,complexity <new,2,54.5,-3.3303986977910007,3.3303986977910007,2.8214299405706953
100,complexity <new note>,2,55.5,-3.3303986977910007,3.3303986977910007,2.8214299405706953
100,objective,2,44.0,3.190137840598261,3.190137840598261,2.792156630205943
100,cancer nsclc -,2,45.5,3.185990062419434,3.185990062419434,2.7785648212163583
100,spinal canal,2,48.0,3.196289873366638,3.196289873366638,2.7610415026898734
100,superior,2,57.5,-3.2893836425230356,3.2893836425230356,2.7548105010920194
100,55 emotional,2,33.5,3.0706975549366247,3.0706975549366247,2.6868603605695465
100,70 100 fatigue,2,61.5,-3.1214214512093106,3.1214214512093106,2.67352382185695
100,<1 %,2,55.0,-3.2265245008768666,3.2265245008768666,2.6633623539732985
100,40 100 emotional,2,46.0,-3.1331602976629584,3.1331602976629584,2.662365355561022
100,role function 40,2,51.0,-3.129313754099454,3.129313754099454,2.656348750255698
100,of first-line carboplatin,2,43.0,-3.214469521776863,3.214469521776863,2.6493868324848746
100,55 emotional function,2,38.0,3.055937388859017,3.055937388859017,2.6370246582562555
100,infusion hold chemotherapy,2,59.0,-3.1446734173498023,3.1446734173498023,2.63402589199415
100,analgesia,2,58.0,-3.1507104126694134,3.1507104126694134,2.630853448526472
100,rubs,2,48.0,3.074236250285015,3.074236250285015,2.6179377003841946
100,reports increasing,2,47.0,-3.0819935464088664,3.0819935464088664,2.5961675832988793
